trackid,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
18cCBvygH6yEFDY0cYN3wT,0.496,0.55,-5.418,0.034,0.00755,0.0122,0.0814,0.144,90.036,Pop
1JY6B9ILvmRla2IKKRZvnH,0.47,0.706,-4.902,0.0322,0.034,1.31e-06,0.0726,0.327,88.519,R&B
1LikBIcmCec6zE64SHFcMK,0.636,0.499,-5.775,0.041,0.00744,0.0169,0.112,0.234,90.996,Pop
2JgbGCxtzRp6wL5H1DgxV7,0.312,0.545,-5.336,0.0796,0.0968,0.093,0.277,0.114,128.124,Alternative
2lNFWUrxuNaQsf5I1pDTPr,0.215,0.437,-8.103,0.0309,0.206,0.576,0.0696,0.0445,127.595,Rap/Hip Hop
4DHkzbZSWxsCsvRoEzr28A,0.517,0.74,-5.059,0.0341,0.00574,0.00179,0.109,0.174,110.001,Rap/Hip Hop
5OsKqfRR6OuGGaMcKPG1ti,0.319,0.64,-3.872,0.032,0.424,2.63e-06,0.294,0.0805,140.054,R&B
6BivCuyKJtgLa9ooFsvUoZ,0.589,0.713,-3.756,0.0976,0.0331,0.000411,0.178,0.547,92.018,Rap/Hip Hop
786ymAh5BmHoIpvjyrvjXk,0.444,0.35,-7.194,0.0483,0.453,0.109,0.0824,0.0973,95.979,R&B
1p2t6x0xFXuB6zWcZZ0SmZ,0.444,0.267,-11.003,0.124,0.39,0.875,0.102,0.0734,135.108,Rap/Hip Hop
1Y9EQOGTAeHwVyIcX3Dsi4,0.526,0.102,-15.142,0.11,0.739,0,0.0888,0.32,139.085,Rap/Hip Hop
0GN3fXUdsTHeUg50xfDS0V,0.533,0.545,-7.681,0.0243,0.207,0.797,0.113,0.419,98.014,Alternative
0ZNYGrmcehorhh9JOeg5Iv,0.714,0.306,-12.111,0.0388,0.726,0.168,0.0924,0.314,129.984,Alternative
5vtyFzfLkCSJvXEZFjQAa1,0.426,0.476,-6.64,0.0741,0.185,0,0.327,0.169,179.793,Electro
6YQeOwMMAkB9MV9yMWmrjh,0.594,0.728,-6.917,0.0281,0.216,0.0881,0.124,0.687,137.97,R&B
1wjzFQodRWrPcQ0AnYnvQ9,0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,Pop
0LtOwyZoSNZKJWHqjzADpW,0.303,0.9,-2.352,0.0574,0.0277,0.635,0.11,0.491,149.508,Pop
51lPx6ZCSalL2kvSrDUyJc,0.542,0.131,-14.104,0.0316,0.983,0.00544,0.156,0.319,136.161,Pop
0bYDebBlQxsDR4hCgbbpOW,0.511,0.34,-9.928,0.0299,0.821,0.00876,0.0763,0.269,75.328,Pop
1IdTIzkTK6CcpKKgMUGbg7,0.881,0.478,-10.386,0.0304,0.476,0.00574,0.0737,0.803,97.807,Rap/Hip Hop
2jdAk8ATWIL3dwT47XpRfu,0.667,0.361,-8.69,0.0273,0.575,0.00506,0.0805,0.29,134.018,Alternative
35LDid9nvuYrUyZk5qGD0i,0.664,0.735,-8.024,0.0343,0.033,0.0413,0.0801,0.841,101.346,Rap/Hip Hop
3E6iea9uEmB7gRru4lyP6h,0.619,0.437,-11.756,0.0314,0.465,0.00619,0.0971,0.408,89.508,Rap/Hip Hop
3SktMqZmo3M9zbB7oKMIF7,0.753,0.326,-9.883,0.0342,0.731,0.00131,0.24,0.237,123.799,Alternative
50DMG6AvtNzbrxMc62w6ph,0.439,0.59,-6.407,0.0417,0.0995,0.00221,0.0718,0.4,125.897,Electro
78DwRIo6Vj6wqteyerGetr,0.495,0.238,-11.026,0.03,0.958,0.0118,0.0875,0.357,175.958,Electro
7MRn6wgG0ReDRNYV5wJeGX,0.427,0.588,-6.721,0.0293,0.0538,0.0014,0.0697,0.394,145.099,Electro
7keXdrB4mz57u4b8YkCwag,0.61,0.349,-9.321,0.0301,0.554,0.0099,0.201,0.155,136.012,Electro
7peh6LUcdNPcMdrSH4JPsM,0.842,0.384,-11.384,0.0353,0.638,0.000487,0.0998,0.604,84.026,Rap/Hip Hop
5wQZwOxCGKKX7M1fOhgrQZ,0.817,0.596,-9.684,0.166,0.406,0.00014,0.132,0.354,113.993,Rap/Hip Hop
2Q18DQ9ohYiqMdYKvcv6Lp,0.859,0.892,-2.184,0.0653,0.0166,0,0.0231,0.962,119.977,Alternative
6WF2RtSFkk32uPBiDrEPBU,0.619,0.678,-5.483,0.376,0.611,1.36e-06,0.31,0.891,173.902,R&B
2dfHh7ECGxfNqZTQno09Vk,0.604,0.366,-7.881,0.0267,0.719,0,0.162,0.181,105.177,R&B
5uCax9HTNlzGybIStD3vDh,0.358,0.557,-7.398,0.059,0.695,0,0.0902,0.494,85.043,R&B
4lRrk574qIHpoEEKC1zuam,0.626,0.441,-10.637,0.0308,0.761,0.0138,0.0685,0.563,78.094,Rap/Hip Hop
3R6dPfF2yBO8mHySW1XDAa,0.746,0.846,-2.432,0.048,0.0485,0,0.195,0.403,114.955,Rap/Hip Hop
0IniDDYo8XdZkiIp5EmBP6,0.385,0.581,-7.307,0.0525,0.379,0.000257,0.42,0.242,134.435,Pop
7sMBRW8Y8iL19IchYMAogN,0.799,0.468,-10.077,0.267,0.437,1.7e-06,0.0778,0.344,117.994,Electro
4GIsskMpViPkt0uzPJTJSp,0.833,0.628,-7.041,0.141,0.0949,1.6e-06,0.282,0.645,106.328,Rap/Hip Hop
0K7Dd9DP6fvOl0mrlX0aUa,0.738,0.901,-2.212,0.0452,0.0706,0.0139,0.0753,0.646,109.987,Electro
68vezH3cT6dVOABipmGZ9R,0.546,0.894,-3.56,0.0898,0.459,0.000106,0.322,0.387,125.031,Rap/Hip Hop
4cRBqWBjuccCowYVHFlXK6,0.694,0.314,-7.82,0.116,0.611,2.07e-06,0.117,0.341,119.905,Alternative
4BhGTc3Cgay2U1QcTS7vQe,0.722,0.252,-14.411,0.0761,0.0671,0,0.0852,0.275,79.923,Alternative
7lQPebfYdc97DMfQxp4BiA,0.556,0.847,-3.281,0.258,0.198,0,0.615,0.521,94.261,Alternative
1Gzv0cMy3xm7sgN5gd7WkU,0.474,0.756,-2.973,0.0518,0.0747,0,0.0693,0.413,131.84,Alternative
6gpcs5eMhJwax4mIfKDYQk,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,Dance
3DDBSKvXiGEN4MiuqbJq34,0.712,0.913,-3.867,0.218,0.0249,0,0.0939,0.569,125.901,R&B
00xjXIoyDIQYSYve03VsXf,0.651,0.414,-5.754,0.031,0.774,0.000478,0.122,0.23,88.983,Pop
0l11X0LjNaMJnYahwcR7l1,0.54,0.173,-12.854,0.0498,0.973,0.559,0.171,0.29,101.63,Rap/Hip Hop
0qGQXQdUNwPYQadGuELgEI,0.488,0.228,-9.13,0.0429,0.686,0.00374,0.0835,0.317,80.982,Alternative
0uPA6fX70cCdfG172jdcKO,0.551,0.438,-6.187,0.0395,0.681,7.32e-05,0.11,0.199,83.932,Pop
1962HRBinZRAbyfm75CsK9,0.752,0.761,-6.022,0.0372,0.0635,0.817,0.152,0.544,113.99,Pop
1WNOscEdUrRvDwHotfeAW5,0.791,0.729,-6.234,0.0646,0.456,0.291,0.0957,0.0782,102.021,Electro
3KrTlYioYhUIvd8IoptcTN,0.786,0.552,-7.179,0.0763,0.46,0.451,0.12,0.487,96.009,Electro
4c60yLpE5lXvICT0pyEaZ5,0.525,0.72,-6.916,0.169,0.176,0.00648,0.0769,0.483,91.708,Electro
5Wx9xfNURyR3OaMNNlEk8j,0.614,0.469,-6.603,0.0605,0.0888,0.21,0.112,0.292,85.994,Electro
5kc6erfW0v4PtsBtRJpf0Z,0.697,0.433,-9.822,0.052,0.614,0.042,0.0901,0.266,148.087,Pop
6SEolIp22t0DzeBfCBo3hr,0.41,0.169,-11.422,0.0485,0.847,0.00327,0.117,0.208,89.494,Pop
6VE2189Tetcqmaxrrf4if3,0.5,0.601,-8.87,0.0435,0.0704,0.48,0.0901,0.384,97.971,Pop
4f0ldNhe5ZsIhzene1nup1,0.436,0.778,-5.139,0.107,0.213,5e-05,0.133,0.692,190.189,Dance
2vcmVVUN8kd3uiQtlsVr1E,0.656,0.626,-5.027,0.142,0.256,0.00245,0.225,0.627,91.043,Electro
17yqfHa6dOTZr3UjJ8IZsi,0.596,0.746,-4.411,0.076,0.134,1.01e-06,0.299,0.473,99.03,Pop
4yvKqltUO2ogccevjmT5Yc,0.516,0.808,-6.326,0.124,0.000767,0,0.31,0.786,94.946,Pop
6Xi897JXNLSoIaoYZwgTLc,0.566,0.444,-12.069,0.147,0.0522,0,0.158,0.161,146.991,Alternative
6uBhi9gBXWjanegOb2Phh0,0.69,0.622,-5.025,0.0622,0.253,0,0.116,0.544,102.04,Alternative
6GCgCYxPAFvGq0B0JFN35k,0.604,0.903,-4.231,0.0449,0.000176,0.53,0.0586,0.078,125.989,Alternative
0Zx8khUcEfCFK2AEoIhC92,0.657,0.703,-3.402,0.0753,0.222,0,0.256,0.338,122.381,Dance
5wdlTFSoffwbQba5eokcLR,0.71,0.838,-3.067,0.11,0.013,0.000417,0.297,0.394,122.993,Pop
0DNk7lEqDGCN6nDD0H8emF,0.623,0.656,-5.608,0.0416,0.0561,0,0.0855,0.366,95.878,Reggae
1MksGqIztTT6M9R1ErKVs8,0.482,0.781,-5.334,0.411,0.629,2.87e-06,0.413,0.336,57.967,Rap/Hip Hop
5M4yti0QxgqJieUYaEXcpw,0.424,0.615,-6.217,0.0325,0.0158,0.000389,0.0844,0.155,77.935,Rap/Hip Hop
3ZMFrvkNgwwMfPdX3aThYs,0.393,0.825,-1.746,0.06,0.0238,2.95e-06,0.0951,0.544,99.188,Pop
6aPL4UPr1xmWZTGgZ6w2YL,0.671,0.594,-8.345,0.209,0.585,0.0292,0.116,0.733,151.983,Rap/Hip Hop
6Kd4EPrY9A4WBUFy5JaqEc,0.808,0.534,-6.123,0.283,0.0417,0,0.136,0.354,75.5,Pop
4ckuS4Nj4FZ7i3Def3Br8W,0.806,0.558,-6.538,0.172,0.00496,1.45e-06,0.16,0.26,85.011,Rap/Hip Hop
49VzL5oBsUICN7U34T98b9,0.711,0.462,-7.132,0.055,0.476,3.86e-05,0.108,0.294,84.04,Rap/Hip Hop
5lFDtgWsjRJu8fPOAyJIAK,0.893,0.48,-3.728,0.356,0.00855,0,0.116,0.382,86.976,Rap/Hip Hop
6NMNgWgEAzde5M8U3lc6FN,0.924,0.543,-7.474,0.298,0.182,0,0.103,0.736,133.907,Alternative
3DlgDXIYtnWtJKiB8bZQMv,0.777,0.662,-8.393,0.27,0.536,4.61e-06,0.593,0.634,111.13,Pop
6gGr4eWfYVbVkv4yyzMQ93,0.746,0.505,-11.06,0.653,0.0226,4.61e-06,0.682,0.707,119.971,Rap/Hip Hop
7lL3MvFWFFSD25pBz72Agj,0.559,0.556,-7.844,0.531,0.553,0,0.251,0.362,189.861,Alternative
20ES6jA8bfA7GXEJUb3x1l,0.615,0.702,-6.597,0.0476,0.106,0,0.141,0.386,133.883,Electro
2IY7eOUDjw2ArKYxKa2jXc,0.682,0.592,-7.033,0.281,0.169,5.49e-06,0.136,0.5,186.041,Alternative
6I8M0qc0XP4Q5Ig8K16FWJ,0.543,0.298,-9.167,0.0683,0.597,1.49e-06,0.0804,0.254,125.523,Alternative
1XbGxaC15JNPDl4eXYulkT,0.492,0.689,-6.199,0.322,0.543,0,0.107,0.395,87.856,Electro
7mgVenws8AB44VPNGY56NQ,0.884,0.742,-5.402,0.301,0.357,0,0.127,0.849,109.982,Electro
2GnE8rMDgfWBwGmwrUbCsQ,0.568,0.765,-5.337,0.315,0.149,0,0.15,0.345,81.018,Alternative
6XOin64PR2Oj4W0tO8GOQv,0.764,0.262,-17.074,0.446,0.455,0.0249,0.104,0.29,80.047,Pop
53I7CviVHhNYEKth717RLG,0.566,0.576,-4.859,0.0365,0.0578,0,0.0523,0.607,138.045,Alternative
1fOkmYW3ZFkkjIdOZSf596,0.392,0.233,-11.012,0.0587,0.951,0.000322,0.106,0.494,176.569,Alternative
7HytU9V8vMCUayply0lYBq,0.61,0.641,-4.352,0.268,0.519,0,0.902,0.852,67.413,Dance
6kP92fKzIyVJtNobCRsZ6G,0.653,0.41,-13.26,0.0912,0.368,0,0.108,0.119,128.045,Dance
4YZbVct8l9MnAVIROnLQdx,0.701,0.417,-7.818,0.0329,0.0888,0.000648,0.375,0.186,95.003,Electro
4s2BWgnSQ9NZiOQM4PP4HB,0.728,0.628,-8.83,0.319,0.351,0,0.198,0.313,94.128,Rap/Hip Hop
0OoKEcvk8X90bXpEhBPmjB,0.464,0.307,-10.714,0.0839,0.0368,0.0328,0.117,0.0843,98.941,Alternative
2tJegwWt4jE5HgwoyFnvmO,0.527,0.442,-9.895,0.474,0.633,0,0.0885,0.32,93.868,Dance
2uWJ0bzzaSgeCPN6h4rsFB,0.683,0.454,-12.493,0.317,0.119,0,0.378,0.316,126.065,Alternative
1wZqJM5FGDEl3FjHDxDyQd,0.717,0.347,-10.265,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,Pop
1JEQgcWOCGCl0e07PCeybs,0.691,0.49,-13.172,0.351,0.213,0.0052,0.113,0.35,156.07,Pop
5RqsqQU0erB0OgLbwem6pU,0.634,0.562,-8.923,0.163,0.309,2.08e-06,0.11,0.307,181.014,Alternative
4bbwbYc445zAkpxC5LYPwU,0.428,0.438,-11.046,0.452,0.313,0,0.162,0.216,61.675,Electro
5hMv80OlrXCqyyY9CWHvlQ,0.608,0.626,-6.46,0.0354,0.0229,0.0158,0.103,0.164,78.001,Pop
71lyUtIPCMAYjTwwwxy2jW,0.667,0.523,-9.477,0.329,0.532,2.12e-05,0.137,0.409,143.934,Alternative
1UVN5XH1AB6ro8Kou9qQbX,0.395,0.396,-10.628,0.0797,0.679,2.29e-06,0.0964,0.0945,136.012,Alternative
7HnkUNPrhRurdGEm9nRYFH,0.448,0.328,-11.132,0.0351,0.803,9.34e-05,0.347,0.209,113.941,Alternative
0PXp9QxBfSKGGpWUNaws2X,0.709,0.362,-9.814,0.055,0.157,0,0.109,0.113,122.043,Rap/Hip Hop
25GlFJq5QNAXyVgJvCZ4Mf,0.685,0.545,-6.189,0.061,0.173,1.44e-05,0.237,0.506,94.061,Rap/Hip Hop
5uqHa78wphe2q2XhvIlHL6,0.574,0.798,-3.385,0.193,0.107,0,0.328,0.524,128.084,Rap/Hip Hop
2hup7lQB1vMfVTemkfljLR,0.622,0.752,-6.964,0.124,0.189,0.0124,0.0443,0.602,126.047,Pop
3TpXajg1nKzG3ngc9tBwrD,0.772,0.256,-8.545,0.0481,0.491,0.00612,0.144,0.357,118.902,Alternative
4VtC95SrBQrenC3B1NKyvO,0.698,0.559,-7.759,0.0263,0.0836,0.0426,0.0933,0.196,103.503,Alternative
5VPFATm85G3P04Q5g8yxqr,0.901,0.364,-7.183,0.198,0.606,0,0.106,0.777,122.064,Pop
5ubr957WcHHLw9VM4XZMKd,0.83,0.341,-11.668,0.0947,0.0811,0.439,0.114,0.622,104.984,Alternative
5iIsZ4jxkjTUSafzGxePWB,0.73,0.345,-9.91,0.0882,0.487,0.00559,0.114,0.205,114.07,Dance
74js41OWeHsWuYAeEFWNoP,0.7,0.433,-10.022,0.0932,0.936,0.689,0.114,0.84,78.976,Electro
1CYiC5bLfwoHsvSpisiOto,0.513,0.21,-12.912,0.11,0.286,0.00438,0.114,0.147,149.997,Dance
2JXNOtb0ANe6MzgRYDQG2J,0.735,0.665,-5.933,0.0819,0.129,0,0.0803,0.593,102.018,Alternative
3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,-5.946,0.118,0.428,0,0.0679,0.585,92.987,Alternative
3xKsf9qdS1CyvXSMEid6g8,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94,Alternative
5KSNxyuyp5K1kDT6LvX8oZ,0.507,0.461,-7.761,0.128,0.0288,0,0.0483,0.665,136.219,Electro
15k2nBQJ0teDmPZHrOXL2N,0.537,0.587,-7.486,0.0771,0.0275,0,0.0961,0.365,149.748,Electro
2igbKtoBMXdYgYPkCpl0V4,0.655,0.693,-5.148,0.0372,0.00166,0,0.0398,0.868,102.028,Electro
2l7erMYcBtdV1pTLivX6Xv,0.773,0.381,-8.204,0.0374,0.0196,0.0308,0.0981,0.134,108.472,Electro
5DLTuH4A5VZB2HKpqHQR6t,0.743,0.662,-6.108,0.179,0.565,0,0.128,0.552,89.975,Electro
7MTIDmToGs0I5Oue9V0CHl,0.497,0.507,-8.075,0.0585,0.214,4.79e-06,0.0948,0.192,119.432,Folk
5rU5F2RRAjypdeFRMi8l4E,0.652,0.569,-8.872,0.215,0.104,3.49e-06,0.195,0.18,95.177,Rap/Hip Hop
6AGON2BGdPmPMJGiiNuuwl,0.744,0.43,-10.604,0.309,0.455,2.73e-06,0.126,0.266,92.039,Pop
0USZx50eApN045zIIyjePN,0.675,0.44,-9.298,0.349,0.545,6.24e-06,0.197,0.0338,109.823,Pop
2N0NifjyXAdMOB4KBGvBJ6,0.669,0.521,-8.732,0.0366,0.236,0,0.0802,0.327,130.071,R&B
0iJXMqcBXvUBRZp3Ler0KU,0.798,0.666,-6.955,0.136,0.22,0,0.0922,0.33,128.02,R&B
6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,R&B
5h9hkYIBWTZYFRmF6Iz1gt,0.502,0.699,-5.528,0.0333,0.0055,0,0.171,0.354,111.024,R&B
0xtIp0lgccN85GfGOekS5L,0.373,0.609,-7.0,0.0316,0.108,0.000427,0.0755,0.354,179.955,Electro
4cieRtd3nCxideC8lesgis,0.335,0.475,-7.946,0.0961,0.493,0.000236,0.11,0.0683,179.919,Pop
5hzYEPlHm5nHEGCvQJg6QG,0.487,0.68,-8.497,0.0408,0.000599,0.0339,0.144,0.0752,94.46,Rock
2gTfhO6rwfgGJA8b8iwa7W,0.586,0.501,-7.223,0.468,0.161,1.95e-06,0.0449,0.313,192.296,Electro
1h33ETRG7JVDtGT7daBW5B,0.441,0.288,-10.627,0.0372,0.852,2.86e-06,0.161,0.247,126.403,Electro
6YJZMNLwxl7am5XZEr7eqY,0.572,0.385,-9.581,0.0372,0.789,0.000405,0.229,0.454,116.448,Alternative
5SDmwAmdAtDG9kyGniVBKN,0.293,0.255,-11.155,0.0416,0.975,0.000248,0.101,0.363,170.565,Alternative
25imCZNjiNFsyi7W4ihirs,0.389,0.0953,-12.561,0.0471,0.931,0.00015,0.126,0.0759,109.267,Alternative
7negsVXshIJDsJEFVmw0Aw,0.672,0.646,-9.11,0.101,0.205,2.39e-05,0.0993,0.12,75.03,Alternative
2RPbEp0DyBVlkRvvYKopO7,0.706,0.688,-6.357,0.269,0.151,0,0.466,0.313,125.966,Pop
4osgfFTICMkcGbbigdsa53,0.762,0.508,-9.112,0.0919,0.0584,0.00126,0.16,0.37,93.51,Electro
75rDNLl8v6qVYHXGzfHv4c,0.663,0.638,-4.505,0.244,0.746,0,0.103,0.517,128.804,Alternative
3cFqaY74NyS6rcitujSx2g,0.672,0.655,-9.768,0.469,0.571,0,0.188,0.906,113.74,Alternative
7L7KnCltNM8yXWs3ozuUY1,0.836,0.67,-6.907,0.23,0.00826,0.000355,0.0837,0.556,107.018,Alternative
6JvfBzqZmSiEG5MjM7OcSY,0.637,0.503,-6.927,0.336,0.713,0.000113,0.109,0.661,81.061,Electro
1DsPnnUQogZydHAhORZJjp,0.631,0.77,-9.647,0.199,0.134,1.09e-06,0.041,0.517,137.025,Electro
4Zln13lT2WL0IaD6cZg9G1,0.227,0.272,-10.368,0.0302,0.858,0.000906,0.1,0.0844,134.305,Singer & Songwriter
2X6Uw1FLKAK5Hxnx6fgCk0,0.543,0.533,-9.726,0.227,0.412,0.000115,0.4,0.508,70.098,Dance
1ND9sX1gObywQxC0YA0yOj,0.0,0.0904,-16.261,0.0,0.953,0.000187,0.103,0.0,0.0,Pop
6vnDoUOHTiVB5DvX18tJon,0.597,0.531,-6.83,0.0295,0.0685,3.72e-06,0.0617,0.271,74.938,Rap/Hip Hop
2CPqh63wRVscbceKcPxwvv,0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037,Pop
3q2v8QaTnHLveAQzR6gvYm,0.654,0.753,-7.556,0.395,0.303,8.08e-05,0.13,0.371,110.722,Alternative
5vuJuBqwzHJgCA1ysRfwxZ,0.451,0.831,-8.641,0.307,0.0623,0,0.185,0.41,176.162,Alternative
1UYj8qTWjneZJDVjUMwMub,0.547,0.827,-6.036,0.0468,0.000296,0.101,0.0858,0.451,119.089,Alternative
0qncDbBzQwlnUXISPGDwfz,0.598,0.536,-8.194,0.0538,0.425,0.000244,0.107,0.217,75.942,Alternative
64dkFAi2VgGUrssJBFiDF0,0.463,0.385,-9.382,0.152,0.759,6.18e-05,0.114,0.342,147.623,Alternative
5oVjypdJ1BuxX6tiTU3cCb,0.81,0.54,-9.98,0.252,0.608,0.0166,0.103,0.657,120.011,Alternative
0YclWqGe9XpQBx3gwAyyJJ,0.763,0.57,-4.268,0.248,0.108,1.08e-06,0.0965,0.519,78.059,Alternative
47l9wxr6RwgoTSfnseBRcf,0.747,0.378,-10.454,0.109,0.195,0.0173,0.119,0.565,160.049,Alternative
4RhGCDt69efGdC1SxJRI5r,0.589,0.622,-8.295,0.0766,0.19,3.1e-05,0.164,0.198,77.497,Pop
3aWhZ1zeqy1kdjXiyMh22T,0.71,0.404,-10.04,0.379,0.484,0,0.0953,0.398,139.553,Alternative
3e7pB02vXiqVYaDTymYY1t,0.663,0.511,-8.229,0.105,0.209,0,0.0525,0.116,81.946,Alternative
1bqAf1geAVUWrBaQyAcRDQ,0.623,0.789,-4.229,0.0367,0.154,0,0.211,0.501,123.017,Alternative
1ZyjmRCQy5J11z5gqywVvP,0.631,0.396,-9.646,0.091,0.692,0.000238,0.109,0.129,137.989,Rap/Hip Hop
4TDoUr2meaXsfbPFMdrqOE,0.555,0.454,-11.806,0.0338,0.0116,0.0294,0.0708,0.214,118.003,Pop
1aQZKoiKKH8Y7bz0C18BGv,0.562,0.563,-5.854,0.209,0.468,0.00227,0.298,0.726,145.487,Electro
1R69FDYYnNvNOdigumPi7N,0.758,0.65,-7.327,0.0438,0.523,0,0.192,0.46,122.147,Electro
2eMh8ISgK9dylE51SJUixA,0.489,0.595,-8.106,0.0374,0.00439,0.878,0.0855,0.56,170.05,Alternative
69vVAyUx1aawSlsYjF69Jb,0.641,0.637,-9.43,0.0579,0.794,0.0515,0.131,0.601,138.869,Alternative
1Dr5JexwA15wmKe7Y7maA9,0.743,0.685,-6.863,0.0975,0.0664,6.75e-05,0.0884,0.443,109.988,Pop
2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041,Pop
2pA4ip3VIEVcIa3qE02oAX,0.568,0.578,-5.589,0.0404,0.00694,0.000353,0.099,0.555,139.951,Alternative
03v70ZBxmcPX3RWAZMzqaW,0.644,0.478,-6.469,0.0529,0.194,0.00376,0.106,0.496,159.898,Alternative
0lXz2fuzK8s4csGuRrPKpV,0.235,0.481,-8.212,0.0583,0.0299,1.44e-05,0.0539,0.0949,74.995,Alternative
2JvrwCONvIMmmtYXIZgl13,0.746,0.515,-6.32,0.436,0.0406,0,0.417,0.779,144.068,Alternative
3kTH4zIpKYtjSsMFTKEXOT,0.695,0.798,-6.856,0.0424,0.104,0.152,0.107,0.605,99.988,Alternative
4xEDawqLVwsC331aF6Z33x,0.729,0.482,-7.107,0.0376,0.52,0,0.091,0.604,89.023,Alternative
0v9Wz8o0BT8DU38R4ddjeH,0.652,0.795,-5.192,0.174,0.156,0,0.123,0.788,135.018,Alternative
3HxdmLK9jPkpRLHjZ9FZ0Z,0.537,0.335,-9.828,0.0319,0.489,0.00894,0.0972,0.153,73.082,Electro
6m7CKXj6KatyQfJV9vK5oC,0.691,0.749,-6.779,0.0839,0.0411,0,0.281,0.331,144.974,Pop
3NaIyYwzd0Q3iev1uw9zLr,0.474,0.688,-7.181,0.0323,0.104,0.006,0.246,0.504,130.947,Alternative
4CYCdpKQIXhDkOEAOmgl5W,0.229,0.76,-5.324,0.0521,0.0623,0.201,0.408,0.495,74.662,Alternative
6xG9RS4V07EDjl4RLKwejk,0.718,0.722,-4.887,0.089,0.14,0,0.309,0.74,106.095,Pop
7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,-5.599,0.0338,0.414,0,0.111,0.661,95.01,Alternative
6TSf6gcUmjDeuxzpXEoOlo,0.605,0.853,-2.765,0.321,0.0876,0,0.214,0.61,130.027,Alternative
6VDfg9kdGhEb4McPwJpp5t,0.401,0.51,-6.284,0.0785,0.343,0.000225,0.151,0.348,139.888,Rap/Hip Hop
518jjSIh6TgdMpIaDiJEsI,0.531,0.684,-4.718,0.0557,0.28,0.000307,0.092,0.374,71.049,Rap/Hip Hop
4au0dxNCyXq5X3xHSmgSdh,0.61,0.548,-6.843,0.442,0.226,6.4e-06,0.228,0.39,176.595,Alternative
4wFzDwH40XrQL067ETa9wy,0.736,0.707,-4.491,0.103,0.251,0,0.411,0.58,90.078,Pop
57AQnEbQgoz2q7N9zmtpEl,0.652,0.338,-9.938,0.0682,0.122,0.000452,0.117,0.281,72.105,Rap/Hip Hop
2L9mXwt6vJ3FxVxf7jsGkd,0.665,0.409,-10.037,0.787,0.325,1.29e-05,0.0747,0.296,151.355,Rap/Hip Hop
6AIAcVlHaBMqhKxFSFpq3M,0.406,0.82,-4.897,0.34,0.886,0.000697,0.329,0.744,68.041,Rap/Hip Hop
5PnBpKOVvQxeFvXVNYSoxs,0.418,0.794,-4.973,0.0816,0.08,0,0.329,0.178,129.434,Rap/Hip Hop
1lWoanAmIk1PZisbP5LmwT,0.673,0.894,-2.73,0.0594,0.148,3.4e-06,0.141,0.63,118.894,Rap/Hip Hop
0qRZ9ydGdzeVk3S01pLGoJ,0.687,0.645,-8.38,0.19,0.0362,0,0.201,0.619,84.925,Rap/Hip Hop
5SBQxVy2GTO8dYJZwm7phx,0.587,0.927,-2.197,0.111,0.00273,0,0.109,0.576,136.921,Electro
2GIboVWLuyIavWP7e7BHuF,0.761,0.558,-6.048,0.179,0.193,0,0.0556,0.791,92.04,Rap/Hip Hop
6xtjkYzU5eBThLBHAmIRWX,0.582,0.604,-6.778,0.0258,0.473,1.32e-05,0.21,0.722,170.031,Rap/Hip Hop
20cnxWQOY91TnhObGbw03m,0.406,0.309,-10.372,0.038,0.413,1.59e-06,0.413,0.313,81.925,R&B
2gggEjEHd7YMXR5FcfNTYY,0.574,0.937,-4.871,0.0709,0.00915,0.000196,0.0816,0.5,146.993,Alternative
0J1dO4E3846wW66ONNmncO,0.592,0.745,-4.979,0.0361,0.0136,0.000143,0.235,0.703,76.483,Electro
5qeL0fWg4IDLZNUjVu53f2,0.779,0.634,-7.975,0.0607,0.212,0.0634,0.11,0.576,124.047,Electro
4RmumtmE5GX6obTXdNtcuY,0.493,0.711,-6.823,0.0484,0.484,0.0177,0.134,0.39,95.024,Pop
4TyCnstYu6LGrjka5WW6ft,0.685,0.54,-9.701,0.0253,0.181,0.015,0.114,0.235,109.926,Alternative
6tuZKBiS1p6Ig0UtC0ii0Y,0.946,0.66,-7.497,0.148,0.0834,6.83e-05,0.0436,0.808,134.973,Electro
2VQc9orzwE6a5qFfy54P6e,0.714,0.343,-7.641,0.38,0.723,5.48e-06,0.102,0.372,72.348,Electro
1Uq3IOIy1CUlHUgP6vWpum,0.705,0.453,-8.174,0.196,0.257,0,0.143,0.283,124.942,Alternative
2eAtxc1L97UPkxDf4LFtrK,0.682,0.466,-7.751,0.0353,0.656,0,0.0809,0.639,90.989,Electro
